Sentence,Athletic,Intelligence,Intangibles,Maturity
"Winston could also face punishment by the NFL if he loses a trial or provides testimony that suggests he bears some fault, legal or otherwise.",0,0,0,0
Field vision and decision-making are the two areas in which Cook needs to improve.,0,1,0,0
"When Fitzpatrick's team falls behind, he tries to be a hero and often makes bad decisions.",0,1,0,0
Cook is a gifted game manager capable of taking his game up a notch when needed.,0,0,0,0
I'm not so stupid that I cannot learn.,0,1,0,0
"It created the illusion of a shred of artificial intelligence that was trying to understand itself, to think for itself.",0,0,0,0
Week 5 against the Philadelphia Eagles after the bye is something the kid is confident in as the target return date.,0,0,0,0
It's a bad choice because he is immature.,0,0,0,1
"However, let's take a moment and highlight some of his unique intangibles, such as leadership, professionalism, high character, and mental work ethic.",0,0,1,0
"Given the current state of their roster and quarterbacks room, the New England Patriots would be wise to tune out rumors that link them to Josh Rosen.",0,0,0,0
The running back group wasn't the only area that was strengthened this off-season.,0,0,0,0
We continually stress to all of our players the importance of sound decision-making in an effort to avoid putting themselves in these types of situations.,0,0,0,1
Lawrence and Wilson were doing their best to read defenses and make decisions with confusing options working with teammates who were blowing assignments and missing blocks.,0,1,0,0
But I understand why you don't (need it).,0,0,0,0
"The league will do one more supplemental draft, we are hearing early January.",0,0,0,0
"Both players are big, athletic (Tannehill even played receiver in college) strong armed passers but hardly consistent.",1,0,0,0
"At the end of the day, the Vikings are 3-2 and could still make a playoff push, but starting Bradford was a hideously reckless decision.",0,0,0,0
"I think the Bills, with some obvious work to do, have the potential to be a consistent playoff contender with Allen and McDermott as key pillars.",0,0,0,0
"Shaw informed Nunes, Nottingham and redshirt freshman Kevin Hogan of his decision before Tuesday's practice.",0,0,0,0
I understand why it's not always a good look to support someone tied to such a sensitive scandal.,0,0,0,0
Manning's success hasn't come without some maddeningly inconsistent moments along the way.,0,0,0,0
"But I think, like I said, that over the test of time, just being consistent and trying to be a really good teammate every day, I think the narrative has started to straighten out a little bit.",0,0,1,0
"While Mayfield possesses incredible leadership traits, his antics sometimes overshadow the positive things he brings to the table, raising a red flag for NFL teams in the process.",0,0,1,1
"As Tannehill acknowledged after an erratic practice when Sherman's intent was to increase the offensive pace and tempo, this new era in Miami is still a work in progress.",0,0,0,0
"The 2020 schedule looks a lot tougher, the defense was stung hard by free agent defections and opt-outs and the lack of dynamic offensive playmakers that made Brady so glum wasn't remedied.",0,0,0,0
"True to Herbert's brainiac reputation, the picture was clear.",0,1,0,0
Archie Manning loves sending text messages.,0,0,0,0
"He could, however, be used more frequently in short-yardage situations and stunt plays, where the CFL game lends itself to more creative play-calling.",0,0,0,0
"But just learning how to do that and understanding the principle behind what the teacher was saying, going home studying, 'OK, I got it down’.",0,0,0,0
"However McAfee was still reasonably embarrassed by the tweet, and deleted it.",0,0,0,0
The frustrating part of this process has been the relative lack of information on where Luck is in his rehabilitation and strength-building program.,0,0,0,0
I understand it too painful but does that mean we must hate each other and don't speak.,0,0,0,0
Shanahan insists he doesn't enter games with a set number of plays that feature Jimmy Garoppolo's athletic backup.,1,0,0,0
"You say, ""New England may or may not have cheated,"" and that is exactly my point.",0,0,0,0
"This was not one of those incremental, largely symbolic developments we've become accustomed to during the Andrew Luck Saga.",0,0,0,0
"We've seen similar plays where the whistle hasn't been blown, so you can understand why the Chargers were upset.",0,0,0,0
"Pryor has also simulated Newton breaking free on scrambles on broken plays, where he can hurt defenses with either the run or pass.",1,0,0,0
"While Gabbert is clearly not a quality NFL starter, he is an experienced backup who can add some insurance behind Winston.",0,0,0,0
"That's the Eagles' story, the one they rammed themselves into, that Wentz is different from most quarterbacks, better, smarter.",0,1,0,0
This led to another massive decision.,0,0,0,0
Devin Funchess has seemed to really embrace the physicality of his routes and getting those extra yards.,0,0,0,0
"Quarterbacks coach Ken Zampese, however, has stressed the mental side of the game and a mastery of the language.",0,1,0,0
He's a smart player.,0,1,0,0
"It doesn't seem to have a consistent strength, focal point, attack, or attempt to uncover any sort of weakness in a given defense.",0,0,0,0
"The Titans, looking to play to Mariota's strengths, hired Mike Vrabel as head coach and Matt LaFleur as offensive coordinator this offseason.",0,0,0,0
He noted that he understands why the organization is looking toward the future and preparing for it.,0,0,0,0
"For instance, while these next four plays all illustrate a dynamic skill set, none showed up as positives in the box score-the first two were called back to penalty, and the last two were drops.",0,0,0,0
"Tagovailoa suffered a serious hip injury against Mississippi State in November that prematurely ended his final collegiate season, and it's unknown if he has fully recovered.",0,0,0,0
"Obviously, his draft insight is brilliant but someone needs to wake up and look at his tape.",0,0,0,0
"Bridgewater was efficient and mostly effective in his second season, throwing for 3,231 yards and 14 touchdowns with nine interceptions.",0,0,0,0
"Young starred for Washington in 2020, earned Defensive Rookie of the Year honors and has played an instrumental role in turning his hometown franchise around.",0,0,0,0
"The big, athletic Tannehill is considered a raw talent under center after having played wide receiver for part of his time at Texas A&M.",1,0,0,0
"He is really, really smart.",0,1,0,0
Most rational fans understand that there's bound to be some overlap between personal and professional lives.,0,0,0,0
Carson is an assertive leader.,0,0,1,0
But I think he should be smart.,0,1,0,0
But is it all more amusing than a guy fumbling for a touchdown after crashing into his own teammate's rear end?,0,0,0,0
"He has great size at 6'6"" and 249 pounds and shows tremendous speed to go with his strong arm.",1,0,0,0
Consuming new knowledge has become one of his strengths.,0,1,0,0
"With it being his first game back from injury, that is understandable.",0,0,0,0
Recently hired head coach Mike Vrabel told the gathered media at the draft combine on Wednesday that Tennessee has to be smart when it comes to Mariota running the ball.,1,0,0,0
The announcement came ahead of schedule; Luck had planned to explain his decision to the team after the Chicago game and address media the following day.,0,0,0,0
"Arians knows there are a ton of moving pieces this offseason, so he wants to wait and watch the market before he makes a decision on Winston.",0,0,0,0
It's about nailing the understanding.,0,1,0,0
"Love has earned raves for his arm strength and 6-foot-4 frame, though he had inconsistent production in college.",1,0,0,0
"Bears general manager Ryan Pace was confident in his convictions of Trubisky, believing he has found the team a franchise quarterback.",0,0,0,0
